block_number,tx_hash,addr,topics_from_addr,topics_to_addr,value,value_usd,is_sender_victim,num_first_matched_digits,num_last_matched_digits,intended_addr
31877143,0x84ecf31f5aef61083cdeae297d85f1b550c0096c45557c25a66681fe16ae2de9,0x55d398326f99059fF775485246999027B3197955,0x22a80F59314bbE821f74342C35a0Aeb2534EBd84,0x362EA81FFbf7553F6ee0F126DD8e05050FF4910D,6.3000194e+20,630.0019400000001,True,3,4,0x3620Ab8C72c253cC93a9df1520610e246Fb9910d
27041607,0x2916399a4e9ef6f3bd3b11783b74c8db8f5451cd08226037ee6e13bce24627c8,0x55d398326f99059fF775485246999027B3197955,0x1008C6A08a67Ef3a4213C0b0A5a3225466225803,0xfE34fEBDDe82eaf74eACa941F1Aa14a5c0002ec0,6.3e+20,630.0,True,3,5,0xFE30e160Ff3554dD48a709233F746ba23ce02EC0
28692063,0x499fdf977fefd89735308ec592db045f8334931bd320e2460c41a17e8bad26c0,0x55d398326f99059fF775485246999027B3197955,0xa4fffB7A7b046fdE355C468FF6D9153B12Af4914,0x3f4ce1da0ef65fBDc46E8f14638cb2783299CE59,6.269841e+20,626.9841,True,4,4,0x3f4c6285a8142F71beB86eD1D734b5Fd8b7FCe59
30776965,0x29f7411dc43f03c6a73b96a75b511f159203ade9673175d8657a5a2260676cda,0x55d398326f99059fF775485246999027B3197955,0x6401E9B851EA2425390f6EdEeddCAF1CEC96Cdb8,0x1Ef648AEaD7ce58FC2D1b6e12a6664B3B37496c3,6.24e+20,624.0,True,4,4,0x1Ef6924415A4411d4815911EBdF63e82E70396C3
38267522,0x75a9646a182db7bbc70b8795746da7f700a291f399de5d137bad4f6e1c9fa99e,0x55d398326f99059fF775485246999027B3197955,0xe61b2bab860d85456666660171cfb6b8b2ab2f85,0x400f7d36f417370626e260829c711d934927b67a,6.2262e+20,622.62,True,3,6,0x4003c9114ceb12464955d47c2c75acab4227b67a
39023900,0xabca4942130d65f8dda06da43ae377b0278aa1652c4db1268e0adbd74b6b1db1,0x55d398326f99059fF775485246999027B3197955,0x71f8cd2933b498093cee590874d4e8ef8b2a70ac,0x8b2d176b30ec99bbc71dacf2ee12c8b86d26be42,6.17e+20,617.0,True,4,6,0x8b2dea853ffe48551480b37592e32f8ae126be42
25855127,0x0e6d2b9223aea16efeb2e16c555d7044695718b432a43dc4729fb90696383f3f,0x55d398326f99059fF775485246999027B3197955,0x15E1006a058a4Db15e4efea2656E27f319B13941,0x39B16a068De85503cBc120D524d3E1910410785A,6.163414e+20,616.3414,True,3,5,0x39B0b014038F8994E106D8aAc8a9A590D180785a
32763672,0x126cbfcd5b5acc8d91c6eeb457f227b8cc911d517fb7194c21aa3a41e6042db0,0x55d398326f99059fF775485246999027B3197955,0x7612ED44E18265D7D7173fCdAe40217Fb6FC528C,0x57b171041E166cccF0c31c2fbf8E0c136786EdD7,6.160988e+20,616.0988000000001,True,3,4,0x57b0eD5E9DCba9c65cB49b0b2b4b5B78cC3FeDD7
32267174,0x37a1b81df72b34d48f7c3dee49981d77daa96efe7668fca5bfe5df5862d529ba,0x55d398326f99059fF775485246999027B3197955,0x02E7F6D453Ea8E44dc796A4619d026bb5BFa57B4,0x163C7f43D936a5636Af8e0ef0D2e4C5b094CF9b1,6.157e+20,615.7,True,4,4,0x163C1096A66D631b6C9029122B08a05EB410F9b1
27246084,0xa8178eaf2403c1ecb175d28838abe9cdfe8482a7bdc60ab14d09ba268647e216,0x55d398326f99059fF775485246999027B3197955,0xD78ec8b4AADDc9F9aD1141d617bC6861c23cB766,0x8Ef4700f1B768BEd94109519856dF30726F03e47,6.156e+20,615.6,True,4,5,0x8ef43111df094515c623F459964efD0690B03e47
29670765,0x2a33b6f90d3ac420d1673a54321bf565269f340366b7889244f3e417fa84c149,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x4208c0330A8E9d0a979C0EEc603c3e095884A748,0xA44ed3989Abcd1B180fff8C0CE3b7BBa291EB243,6.13e+20,613.0,True,4,4,0xA44e2ab8b6b4385bF257F10efc2888B84b1CB243
38457835,0x78c21f426dc9b4ccf0fffe8692e78fac5b9e443267cad224df9954fc39357cf0,0x55d398326f99059fF775485246999027B3197955,0x094203b20bdae2f497419abddc063b490d4a5b87,0xcda7dd559705fd94ef272c4734bf9e06c349ed21,6.1e+20,610.0,True,4,6,0xcda70e2f6358fa381ac5261ac1ba79b8a049ed21
30497908,0xf9ef3d03cf7922aacfb6f495d5ee4ece31433930c0f2c5c7f938dd1a159235c4,0x55d398326f99059fF775485246999027B3197955,0x2c252Fb67C9416b1C8f7C4B61C68c04980d07C27,0xDe0555a72A060035C8fc304ee21F90f103eB9347,6.06e+20,606.0,True,4,4,0xDe053dAD7AAF15c0D753469b90Ef637185709347
39375787,0x0fb60e61344f279678a9c5dd859c44bffcb9c686625d7d9081eca66fa221812f,0x55d398326f99059fF775485246999027B3197955,0x1f032cfed5b92141011c55d8819e652b82d5d3a1,0xa91f6ade86ee7f6d146e185b7d744ed2a257a656,6e+20,600.0,True,3,6,0xa9155ec82bf91bff5ef690a86a69c0aaf357a656
27220076,0x6f55bed123eed465029ec986cf911c0d4f64b98f3301801442d964139aca7b68,0x55d398326f99059fF775485246999027B3197955,0xc675574B752c5D2Da1c268E4e3926089D85C752D,0xB753F0548d73263904e9d5a5ceE2b36D9b204F2F,6e+20,600.0,True,3,5,0xB755591F5f77f146c7D0e63e34e23c91b9e04f2f
35515283,0x6b3a898228310c886081477d22121511b37ffb734188c3089319e5557d61f116,0x55d398326f99059fF775485246999027B3197955,0x6aa36e8405974b221b0e8583d17150cc091137ed,0x72ade282b1b56b61e5300da491798cd60775f3b6,6e+20,600.0,True,4,4,0x72ad090c4cab907f97eb02dc76186d432561f3b6
26249327,0xfbde1be4ca9b3600b1d864f2981cb58273523b7bb64b8d1fa345abf06dc34dd0,0x55d398326f99059fF775485246999027B3197955,0x3B39019DB4FA0F5Ee7C3C4fF6f8c91610b24015f,0x5faB926e15F2E856580C0B6420035E3A72EcC848,6e+20,600.0,True,4,5,0x5Fab44b070F48255cBaCA9e28c7986801FBCC848
32289537,0xe89a8a761cb175a24a93ebfad120d5400afa7293e9e1be75480b51105169e72b,0x55d398326f99059fF775485246999027B3197955,0x06569e99AEEe8D1f914914A00DeA91Ad498fA3eC,0x0A76f46d4d27DE40c8e78264c1Ee3c554EF0bd6a,6e+20,600.0,True,4,4,0x0A762D5Dab1859F4A49bbcA0CB896A73B3c8BD6a
39636249,0x038c65868a838ee578ad92c7600706096894d0f721eafdd6d6f68384b14b482f,0x55d398326f99059fF775485246999027B3197955,0x821cedd705a6a83bda7ceb3f265d8f9c8ecb52b5,0x5cfc5cfe6ff48784e23ecd21d77d185ec91b555b,6e+20,600.0,True,5,6,0x5cfc5b4a7a05bc800b0a3e548aea578dad1b555b
28228678,0x99c479e130f22b9a2da846d8fa681d7690b483188f6ec8aaa1db5cd02ede5ab9,0x55d398326f99059fF775485246999027B3197955,0x37C0251B9d1ffe05A5E3db5C2771E6434b77DE81,0xAD27C9d92B5214eD017dD36c297864F69D6Be3ec,6e+20,600.0,True,3,6,0xaD2cB005a27da1931d2a138bCf509FC3F36Be3EC
29005200,0x493585bf88327448daeea56afba1949346bd4519ba91323ee76b95fc3488a35e,0x55d398326f99059fF775485246999027B3197955,0xF02a08e3e34e8DEF9A0e9B3943b3F9B8b2877486,0x08FC0123351d118b8f312472BE4C490b7a8A5eC0,6e+20,600.0,True,4,4,0x08fc90bCE49c71f71be609AaBb447407edb55EC0
25623409,0xb3aa9d904f67c9234271ef00abed40ac2e5973967abd2e730eb94fc7f893c3d6,0x55d398326f99059fF775485246999027B3197955,0x79357690bFA7c4b509eD408bd7bbaBb077B1124e,0xB7DE9660633f5c111CC25cefbFb85E6cfb82fB62,6e+20,600.0,True,3,5,0xB7D24285adB69815329708dA2730C87e7F42fB62
26480848,0xf380fb8d7d3d41f1e4af5c69f4746961b9acafd19416a9eb117bc98f10900f55,0x55d398326f99059fF775485246999027B3197955,0xBe8C7707C541f558cC91911CfE61cdf31CBf70A8,0x0A8309907870A4E68A8Cd89f95e3230C1Ca4cd95,6e+20,600.0,True,3,5,0x0A8240DAa889E65A829C2A6F5F27d73dA504cD95
28400224,0x520fa7f637bdef37689e6ee1b3f9bfee79cfafb808ab25eb61f76a3251e966af,0x55d398326f99059fF775485246999027B3197955,0x58FEa19C4bf122367d0069960010560e06E89591,0x993b70bB4d7933fc7E834D0eC3903d190b9631c9,6e+20,600.0,True,4,4,0x993B397C0c184271dA0E2EEAF2dC62314E2a31C9
39338481,0xef427ee4e056a8cffa3764b76618a18c75b79cbbbc5aff777ece79fd6cf36370,0x55d398326f99059fF775485246999027B3197955,0xe379779390a25ac8ca2e5184043f1babefa47e7f,0xd2108cb93c1da4e33a70aadf7d893df89384b34d,6e+20,600.0,True,4,6,0xd210183ee2fe80ba6b62b2517f784c649d84b34d
26473892,0x3af5bc77ed384dfc9f668b4cf098dde40ef1030c3b428e912932d594fdb396da,0x55d398326f99059fF775485246999027B3197955,0x42Af145ba45d927fC61166d3763bd8761C4018Bb,0x749C183A6146E3e2621cC3AcE135067Cb86C0854,6e+20,600.0,True,3,5,0x749fcD598d8CcC3bCe831D84EDa19f9c5CFc0854
32952806,0x143b68ae6536e4594d1c02729bb1c4bf32f9358728f6d624afb977bde9b63c08,0x55d398326f99059fF775485246999027B3197955,0x474fA34253b8182BAfc885FB0D723555A94Ca8EC,0x46ab9DdA9bb6f09f63e9f8b6EE44aA937473F1E1,5.99949e+20,599.949,True,4,4,0x46aBd735C60B59Cc1B60Fc627dDc85766c85f1E1
39294935,0x73c4733938715f0b790870c70c50576feb9c706f936172714141aa09795a4952,0x55d398326f99059fF775485246999027B3197955,0x8d0c62b658a1043154fd213d5b48957634268053,0x1d8f757f17c3b8f7e06d68cc758591d007e8530a,5.9936e+20,599.36,True,3,6,0x1d805b1c6e93573d92fa1b6efb6df42b4ae8530a
33702711,0x0445e4d7f891a6fb023d15cb3a82f3b9c2e44575e99a3d0e93ae365d2bcc8496,0x55d398326f99059fF775485246999027B3197955,0x77a9d8d2b9b8af8c0cf5315c4c17d4d71b42579e,0x001019dd4ba50f3d974ece9ecb34bb38cc896321,5.9801005e+20,598.01005,True,4,4,0x0010a95052d76c501f89bf946990c77f28fa6321
30830760,0xfc67d64ea5f438359a1e71f41bb41a27d84d2695f6535bbcac4b467e02fea1a7,0x55d398326f99059fF775485246999027B3197955,0x6A8378E620b0EDeD357ED8e387799144C49DB433,0x02FCc5F8aFc5a07a732958970F30BA3e235476bC,5.98e+20,598.0,True,4,4,0x02fc3dd65807951Af1d574F975f45fc4adb376BC
25399260,0x5d4d2b6a7b58dbb671ec96c0bbdfb98e8104fa9ef8e602f12ae7769f22438878,0x55d398326f99059fF775485246999027B3197955,0xd67AC5396f30127D95f12a094b195e3700406Bed,0xa3B330F939a63E692A79ce548Fa44566b38976E6,5.92e+20,592.0,True,3,4,0xa3b1E45a5f622aC229b24870B413e6e5a45276e6
26614195,0x5b90c2d1878e7e5eb30f549fafa9a20b7ae6ed7eadcc0c2205bf4bc85d035345,0x55d398326f99059fF775485246999027B3197955,0xca9C22F5A70b5681201e19f70Ef1b9c9023E55e0,0xe9B0C45ce885d9dFe7e1E07ebc3E0bCc7633309c,5.9e+20,590.0,True,3,5,0xE9b88e48efB587DbE11c990023955eFF4953309C
30761054,0x448e7f70f55af539bb51b9b3b5ade3258e70bfbe63df58af2e129400da37bf16,0x55d398326f99059fF775485246999027B3197955,0x603b381e18BCA7323ef67a50Bb1303f98436Db38,0x294443A5d4eBf6E399DB677eB1711053Fa110579,5.9e+20,590.0,True,4,4,0x29449E909A297C8EDd0FD6A804db5D81b71f0579
29681506,0x6e8bf1941b96c6f540314971771e7d1ccc476d013ab8b207a161f9923630b1ee,0x55d398326f99059fF775485246999027B3197955,0xb7700a62B3c8E6FdCcd662a64F6Edb872D24a487,0xB3CD34b094f1A743f64f01C1289E3e27a58C143E,5.78e+20,578.0,True,5,4,0xb3cd3ff8E7205ED5379f08b6c69E77C31997143e
39208214,0xd39d96f862b0fdc331df49491f3cb5f6762001781799431bec50e9f193945de9,0x55d398326f99059fF775485246999027B3197955,0x77e7cd19a78ea732738e45338a92c605c101c069,0x6eaf8a67789e25ed792b52463e02ba1991ce0519,5.775e+20,577.5,True,3,6,0x6ea5c84e34e2dce57f108d9c57885737b8ce0519
